,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
367,zabid,67,YE,1635630476,66,14.1951,43.3152,83.93,3.29
368,baicheng,100,CN,1635630477,37,45.6167,122.8167,33.85,15.32
369,marawi,41,PH,1635630477,96,7.9986,124.2928,66.65,1.41
370,hovd,98,MN,1635630478,49,48.0056,91.6419,34.52,5.53
371,nhamunda,38,BR,1635630478,66,-2.1861,-56.7131,81.12,3.58
372,hofn,100,IS,1635630479,81,64.2539,-15.2082,43.2,11.9
373,maracai,95,BR,1635630479,79,-22.6106,-50.6672,73.8,8.93
374,koungou,0,YT,1635630480,83,-12.7336,45.2042,74.91,3.44
375,mpongwe,87,ZM,1635630481,34,-13.5091,28.155,75.16,4.94
376,mehamn,92,NO,1635630481,78,71.0357,27.8492,38.44,7.34
377,mys shmidta,100,RU,1635630482,97,62.0589,48.6201,33.93,2.66
378,beecher,100,US,1635630483,93,43.09,-83.6944,51.39,6.49
379,mocuba,0,MZ,1635630483,76,-16.8392,36.9856,68.74,3.44
380,lar,37,IN,1635630485,68,26.2039,83.9717,69.01,5.7
381,goderich,100,CA,1635630333,81,43.7501,-81.7165,51.91,6.91
382,aswan,0,EG,1635630485,23,24.0934,32.907,88.9,10.36
383,challapata,0,BO,1635630486,10,-18.9,-66.7667,62.73,5.44
384,santa cruz,7,PH,1635630487,78,17.486,120.4348,72.86,7.34
385,asau,0,RO,1635630390,98,46.4333,26.4,40.75,1.66
386,bria,100,CF,1635630487,89,6.5423,21.9863,69.96,0.51
387,saint-joseph,65,RE,1635630489,81,-21.3667,55.6167,68.38,1.54
388,aykhal,100,RU,1635630489,98,66.0,111.5,15.66,6.73
389,iberia,1,US,1635630490,52,29.9502,-91.7507,71.11,11.5
390,kashiwazaki,99,JP,1635630491,66,37.3667,138.55,56.1,4.92
391,clyde river,100,US,1635630491,95,41.3042,-82.9752,55.72,9.08
392,ternate,96,ID,1635630492,77,0.8,127.4,80.64,4.12
393,nara,94,JP,1635630492,74,34.6851,135.8049,61.88,2.59
394,sola,75,VU,1635630493,74,-13.8833,167.55,84.87,5.75
395,airai,29,TL,1635630493,85,-8.9266,125.4092,63.64,0.72
396,santa cruz de tenerife,7,PH,1635630494,78,17.486,120.4348,72.86,7.34
397,lavrentiya,31,RU,1635630396,79,65.5833,-171.0,13.15,6.51
398,shahdadkot,0,PK,1635630494,18,27.8477,67.9055,73.26,1.92
399,cockburn town,99,AU,1635630495,29,-32.0833,141.0,56.32,10.6
400,namanyere,76,TZ,1635630496,57,-7.5167,31.05,68.13,1.12
401,izumo,75,JP,1635630496,100,35.3667,132.7667,57.15,4.61
402,touros,60,BR,1635630497,77,-5.1989,-35.4608,81.5,17.16
403,okha,100,RU,1635630497,57,53.5739,142.9478,29.71,18.79
404,fukue,4,JP,1635630497,69,32.6881,128.8419,67.08,13.33
405,coquimbo,20,CL,1635630498,77,-29.9533,-71.3436,60.53,8.05
406,villacarrillo,100,ES,1635630498,90,38.1156,-3.0848,63.0,9.35
407,wasilla,75,US,1635630499,73,61.5814,-149.4394,45.93,10.0
408,bulnes,100,CL,1635630499,31,-36.7423,-72.2985,74.16,5.95
409,jibuti,62,DJ,1635630247,71,11.5,42.5,69.22,10.11
410,ipojuca,3,BR,1635630500,71,-8.3989,-35.0639,80.51,9.71
411,kijang,0,KR,1635630502,61,35.2442,129.2139,47.93,4.54
412,port keats,74,CD,1635630306,66,-7.0349,29.7638,75.54,5.95
413,kuusamo,90,FI,1635630503,100,65.9667,29.1833,41.04,9.22
414,lardos,98,GR,1635630503,85,36.0942,28.0157,65.95,4.38
415,san cristobal,62,ML,1635630504,40,13.3034,-4.8956,87.46,5.53
416,hamilton,90,US,1635630438,93,39.1834,-84.5333,56.19,1.99
417,matay,100,EG,1635630504,36,28.419,30.7792,79.52,7.67
418,guangyuan,100,CN,1635630505,82,32.442,105.823,57.56,4.81
419,karratha,0,AU,1635630506,68,-20.7377,116.8463,72.84,4.41
420,slatina,0,RO,1635630506,81,44.4333,24.3667,45.45,7.83
421,culaman,100,PH,1635630507,77,5.9603,125.6586,80.58,5.12
422,felipe carrillo puerto,87,BR,1635630508,37,-6.5556,-39.7423,87.55,2.37
423,erenhot,42,CN,1635630508,52,43.6475,111.9767,31.41,6.55
424,najran,22,SA,1635630508,52,17.4924,44.1277,72.25,2.84
425,shimoda,100,JP,1635630422,78,34.6667,138.95,58.1,8.3
426,tarko-sale,100,RU,1635630509,93,64.9225,77.785,13.62,14.99
427,vanimo,96,PG,1635630508,87,-2.6741,141.3028,79.59,4.18
428,sao jose da coroa grande,41,IN,1635630299,61,20.5113,76.2129,63.18,1.66
429,laguna,1,US,1635630510,70,38.421,-121.4238,75.24,4.0
430,imeni poliny osipenko,52,NG,1635630511,86,7.3199,5.9646,73.87,3.71
431,penzance,100,GB,1635630511,81,50.1186,-5.5371,54.28,28.59
432,komsomolskiy,100,UZ,1635630512,65,40.4272,71.7189,45.82,9.22
433,shache,0,CN,1635630512,35,38.4167,77.2406,45.95,3.51
434,mandiana,99,GN,1635630512,93,10.6333,-8.6833,73.22,2.35
435,harrison,90,US,1635630120,66,30.4091,-89.0436,63.3,10.36
436,athens,10,GR,1635630254,75,37.9795,23.7162,61.38,1.01
437,alice springs,1,US,1635630513,16,27.7523,-98.0697,86.5,5.75
438,heishan,100,CN,1635630515,78,41.6892,122.1128,39.61,14.99
439,point pedro,27,ZA,1635630515,83,-29.8647,31.0413,64.06,1.99
440,pinega,100,RU,1635630515,99,64.7001,43.3936,35.04,5.95
441,cap malheureux,94,FR,1635630516,92,49.2718,-1.2104,57.85,8.77
442,neiafu,40,TO,1635630516,73,-18.65,-173.9833,79.48,11.5
443,tura,0,IN,1635630517,65,25.5198,90.2201,63.1,3.22
444,pervomayskiy,35,RU,1635630517,92,53.2485,40.2871,43.12,7.58
445,shelburne,100,CA,1635630518,100,44.0787,-80.2041,45.84,7.25
446,manokwari,70,ID,1635630519,70,-0.8667,134.0833,80.17,2.46
447,inirida,91,CO,1635630520,95,3.8653,-67.9239,76.28,3.42
448,dauphin,75,CA,1635630521,65,51.1494,-100.0502,44.74,18.41
449,rawlins,1,US,1635630521,31,41.7911,-107.2387,59.43,25.32
450,khakhea,0,BW,1635630522,20,-24.6895,23.494,69.3,8.16
451,ukiah,75,US,1635630303,62,39.1502,-123.2078,67.51,8.05
452,independence,1,US,1635630317,44,39.0911,-94.4155,67.44,1.01
453,ughelli,100,NG,1635630523,94,5.4899,6.0074,76.8,3.74
454,danane,30,CI,1635630524,98,7.2596,-8.155,70.41,1.21
455,honiara,71,SB,1635630468,70,-9.4333,159.95,85.14,6.71
456,cayenne,23,GF,1635630449,78,4.9333,-52.3333,83.08,4.0
457,tongchuan,100,CN,1635630524,64,35.0806,109.0897,53.92,3.83
458,swellendam,86,ZA,1635630525,85,-34.0226,20.4417,53.98,2.15
459,tecoanapa,58,MX,1635630525,70,16.5167,-98.75,84.31,9.22
460,pamekasan,99,ID,1635630526,79,-7.1568,113.4746,81.27,2.62
461,sonoita,0,MX,1635630526,16,31.85,-112.8333,88.54,11.95
462,medveda,100,RU,1635630528,63,56.5081,92.4078,24.73,7.09
463,souillac,20,MU,1635630528,88,-20.5167,57.5167,70.36,5.75
464,belfast,79,GB,1635630529,94,54.5833,-5.9333,45.19,4.61
465,lenger,100,KZ,1635630529,58,42.183,69.8839,38.64,2.39
466,beeville,1,US,1635630530,24,28.4008,-97.7483,85.55,5.75
467,altamira,20,BR,1635630530,83,-3.2033,-52.2064,82.49,0.0
468,alyangula,72,AU,1635630530,100,-13.8483,136.4192,75.07,4.61
469,kaseda,79,JP,1635630531,85,31.4167,130.3167,60.03,7.67
470,sisimiut,100,GL,1635630531,97,66.9395,-53.6735,35.35,38.23
471,carsamba,75,TR,1635630532,94,41.1989,36.7219,57.78,3.44
472,wanning,92,CN,1635630533,89,18.8003,110.3967,75.74,8.37
473,alofi,100,NU,1635630533,73,-19.0595,-169.9187,78.69,10.36
474,grand centre,26,US,1635630534,30,38.8755,-109.5012,64.83,0.22
475,muros,100,ES,1635630357,89,42.7762,-9.0603,65.23,14.12
476,bendigo,0,AU,1635630532,69,-36.7667,144.2833,52.65,2.1
477,nelson bay,17,NZ,1635630534,53,-41.2833,173.2833,61.0,13.27
478,jacareacanga,33,BR,1635630482,67,-6.2222,-57.7528,80.56,0.89
479,bubaque,100,GW,1635630535,79,11.2833,-15.8333,79.11,5.17
480,tagusao,53,PH,1635630535,83,9.1924,117.8141,79.5,4.12
481,sokolo,49,ML,1635630536,24,14.7328,-6.1219,87.31,6.71
482,nortelandia,60,BR,1635630536,53,-14.4547,-56.8028,83.5,1.52
483,natyrbovo,0,RU,1635630537,86,44.73,40.6264,42.96,9.62
484,pochutla,51,MX,1635630515,72,15.7432,-96.4661,82.69,5.75
485,uhlove,0,UA,1635630538,78,44.8215,33.6045,48.56,5.95
486,sao miguel do iguacu,41,IN,1635630538,61,20.5113,76.2129,63.18,1.66
487,christchurch,0,NZ,1635630514,37,-43.5333,172.6333,68.32,8.01
488,ahipara,100,NZ,1635630539,85,-35.1667,173.1667,61.77,7.94
489,songjianghe,87,CN,1635630539,88,42.1859,127.479,40.96,2.28
490,visby,100,SE,1635630540,93,57.6409,18.296,47.95,8.05
491,huarmey,54,PE,1635630541,77,-10.0681,-78.1522,67.15,8.75
492,newtonmore,15,GB,1635630541,95,57.066,-4.1192,40.03,6.8
493,pundaguitan,100,PH,1635630542,78,6.3711,126.1689,81.54,4.74
494,kodinsk,66,RU,1635630543,63,58.6881,99.1844,23.36,7.74
495,tazovskiy,100,RU,1635630543,94,67.4667,78.7,8.65,14.72
496,agirish,83,RU,1635630544,99,61.9247,63.0231,13.15,2.15
497,satipo,97,PE,1635630545,71,-11.2522,-74.6386,79.16,3.36
498,black diamond,97,US,1635630547,76,31.0093,-85.7444,62.33,9.8
499,buenavista,86,PH,1635630547,92,8.9769,125.4089,75.16,4.38
500,acari,8,PE,1635630548,61,-15.4311,-74.6158,74.35,7.25
501,omboue,100,GA,1635630550,92,-1.5746,9.2618,76.44,4.68
502,shingu,87,JP,1635630545,79,33.7333,135.9833,61.0,5.68
503,waw,81,SS,1635630550,75,7.7029,27.9953,75.25,4.36
504,mackenzie,1,CA,1635630551,64,55.2999,-123.1698,34.02,6.91
505,ziarat,0,PK,1635630552,26,30.3823,67.7282,44.74,10.45
506,talcahuano,0,CL,1635630552,63,-36.7167,-73.1167,64.08,11.5
507,kipini,20,KE,1635630553,84,-2.5257,40.5262,79.09,10.67
508,xuddur,90,SO,1635630553,49,4.1213,43.8894,76.28,8.41
509,berbera,3,SO,1635630554,70,10.4396,45.0143,82.67,9.91
510,westport,75,US,1635630368,92,41.1415,-73.3579,61.25,7.0
511,valera,94,VE,1635630555,94,9.3178,-70.6036,74.44,1.19
512,oistins,40,BB,1635630555,69,13.0667,-59.5333,82.49,13.8
513,amiens,100,FR,1635630510,90,49.9,2.3,52.66,7.0
514,pangnirtung,100,CA,1635630556,99,66.1451,-65.7125,32.86,9.44
515,husavik,100,IS,1635630556,89,66.0449,-17.3389,39.11,17.78
516,rio grande,2,GR,1635630557,69,38.3,21.7833,58.78,13.31
517,sloboda,4,RU,1635630557,77,51.1421,40.3021,41.47,5.01
518,manaure,95,CO,1635630557,78,11.7751,-72.4445,81.09,14.07
519,dire,97,ML,1635630558,80,12.2833,-10.9667,75.2,1.83
520,jhang,0,PK,1635630558,44,33.6748,72.6963,58.6,4.27
521,waverly,90,US,1635630559,89,42.7392,-84.6208,52.29,8.05
522,bogashevo,0,RU,1635630559,68,56.3683,85.1447,24.98,11.18
523,bar harbor,0,UA,1635630560,69,49.0772,27.6826,44.02,13.24
524,svetlyy,3,RU,1635630560,61,54.675,20.1347,46.96,14.7
525,jumla,2,NP,1635630561,77,29.2747,82.1838,42.28,4.09
526,teya,100,RU,1635630561,83,60.3778,92.6267,18.41,12.55
527,lusambo,52,CD,1635630562,98,-4.9667,23.45,69.85,1.39
528,anadyr,90,RU,1635630562,84,64.75,177.4833,1.9,15.01
529,krasnoselkup,100,RU,1635630563,95,65.7,82.4667,15.89,11.83
530,taoudenni,1,ML,1635630563,26,22.6783,-3.9836,85.62,8.75
531,bila tserkva,0,BA,1635630563,66,43.7825,16.9253,48.94,1.83
532,dolores,0,AR,1635630565,73,-36.3132,-57.6792,69.78,9.26
533,yar-sale,98,RU,1635630565,90,66.8333,70.8333,9.34,17.27
534,bitkine,10,TD,1635630566,20,11.9801,18.2138,84.63,4.94
535,cheremkhovo,81,RU,1635630445,89,53.1561,103.0675,27.0,5.95
536,sarasota,90,US,1635630566,75,27.167,-82.3332,75.18,5.75
537,kwekwe,97,ZW,1635630567,59,-18.9281,29.8149,70.16,2.75
538,waupun,3,US,1635630567,64,43.6333,-88.7296,58.62,5.1
